display_name,None__original,PCA__k_minus_1,PCA__25_percent,PCA__50_percent,KernelPCA__k_minus_1,KernelPCA__25_percent,KernelPCA__50_percent,VAE__k_minus_1,VAE__25_percent,VAE__50_percent,Isomap__k_minus_1,Isomap__25_percent,Isomap__50_percent,MDS__k_minus_1,MDS__25_percent,MDS__50_percent
Breast tissue,0.15621089647472,0.15621089647472,0.279617431849781,0.15621089647472,0.26666711358105788,0.34525269311156392,0.26666711358105788,0.22348746713590337,0.21284527731239766,0.22348746713590337,0.15834182806659791,0.24078766820113301,0.15834182806659791,0.26470083206491202,0.273523811745358,0.26470083206491202
Breast Wisconsin,0.0048283446965910002,0.0024029438603790001,0.0048283446965910002,0.0048283446965910002,0.71288550452376098,0.67216381195173702,0.66027869112299498,0.0017006932188835002,0.0004496326278005,0.00030123236554899002,0.0048283446965910002,0.0048283446965910002,0.0048283446965910002,0.0048283446965910002,0.0048283446965910002,0.0048283446965910002
Ecoli,0.72611596229180497,0.74634217046171802,0.69093704057319105,0.66543696586636103,0.42957042448980082,0.50078135765278897,0.51707706824970401,0.68873080467822489,0.6066855908729053,0.70114305661401877,0.66441400741303602,0.68607614722626997,0.71304490161629897,0.72164471173865496,0.60713975173103696,0.71906124620176104
Glass,0.021238934764508902,0.25556127191494388,0.017076281383827899,0.25556127191494388,0.19999134360432691,0.20564689721683491,0.19999134360432691,0.18597010505251205,0.17795064402613855,0.18597010505251205,0.066060202162798898,0.066060202162798898,0.066060202162798898,0.023318125554331,0.0093004470192189007,0.023318125554331
Haberman,0.01157705171083,0.01157705171083,0.007249751948026001,0.01157705171083,-0.0058924320549889001,-0.0042264507365110003,-0.0058924320549889001,0.0102788617819888,0.007249751948026001,0.0102788617819888,0.01157705171083,0.01157705171083,0.01157705171083,0.01157705171083,0.007249751948026001,0.01157705171083
Ionosphere,0.0044727568446730004,0.095663521381248007,0.0044727568446730004,0.0044727568446730004,0.19203369012107291,0.28806454520869001,0.26396790736808301,0.056932252793876981,0.099272771965032688,0.074746504248742698,0.13233451921631501,0.0044727568446730004,0.0044727568446730004,0.172844516594516,0.0044727568446730004,0.0044727568446730004
Iris,0.55837144375413506,0.55837144375413506,0.75833845225394103,0.55837144375413506,0.64100586217827005,0.548971320096454,0.64100586217827005,0.68222106605951394,0.68835178212833958,0.68222106605951394,0.56375102052307002,0.70210656350573697,0.56375102052307002,0.55837144375413506,0.70210656350573697,0.55837144375413506
Movement libras,0.31446798306676788,0.29911448357871401,0.31446798306676788,0.31446798306676788,0.37202883636070588,0.32230966019604401,0.32930672418802293,0.30905107361835477,0.29182492284111416,0.30456495219438423,0.29873170120458292,0.27773071027778901,0.30639167101884102,0.31152121452951093,0.31446798306676788,0.31446798306676788
Musk,-0.0019009695444179998,0.0032791548317689006,-0.0019009695444179998,-0.0019009695444179998,0.0023600824471370001,0.0035820741294939002,-0.0019009695444179998,-0.00193994340932519,-0.0025723779634853903,-0.0018974091869621902,0.0084152582694910008,0.0032791548317689006,-0.002072213009219,-0.0022960212580619001,-0.0019009695444179998,-0.0019009695444179998
Parkinsons,-0.025655307039992005,-0.025655307039992005,-0.025655307039992005,-0.025655307039992005,0.160777874077977,0.117534789228805,0.14212032720523901,-0.020016561550865269,-0.020672303614552082,-0.018792721784843168,-0.0068594887429029002,-0.013416909379771001,-0.025655307039992005,-0.025655307039992005,-0.025655307039992005,-0.025655307039992005
Segmentation,3.7768866690561775e-05,6.888873064812449e-05,6.9645727684946684e-05,2.9438411083011441e-05,0.48383000896476797,0.44914021885326888,0.411776655993635,0.45888909359081509,0.46408298291582656,0.4583116412528524,0.21268885805552901,0.21947205632362801,0.20754134966151988,0.0001283070739949,3.7768866690561775e-05,3.7768866690561775e-05
Sonar all,-0.0012127577110130001,-0.0012127577110130001,-0.0012127577110130001,-0.0012127577110130001,0.013401147284921,-0.0044895801234579001,-0.0044895801234579001,-0.0012127577110130001,-0.0011025318332300901,-0.00085712333225803803,-0.004718972862177,-0.0012127577110130001,-0.0012127577110130001,-0.0012127577110130001,-0.0012127577110130001,-0.0012127577110130001
Spectf,-0.0055042035286820001,-0.054246128258000001,-0.0055042035286820001,-0.0055042035286820001,-0.098846886355500901,-0.089837674303052006,-0.091903856083188004,-0.026708680159431793,-0.031394144675149692,-0.035826819552014902,-0.057717726209965001,-0.0055042035286820001,-0.0055042035286820001,-0.0055042035286820001,-0.0055042035286820001,-0.0055042035286820001
Transfusion,0.031083966401093,0.019540516634223001,0.031083966401093,0.019540516634223001,0.024776304960873002,-0.00048409992220500002,0.024776304960873002,-0.0036486420711690005,0.0102444013177358,-0.0036486420711690005,0.031083966401093,0.031083966401093,0.031083966401093,0.031083966401093,-0.0036486420711690005,0.031083966401093
Vehicle,0.00059216845168990001,0.00059216845168990001,0.00059974340134790003,0.00056575069500089999,0.099354070986645004,0.108250617969378,0.10587600852979699,0.030511405566329662,0.049297378176396053,0.044091289650391663,0.090921742831779007,0.1010559624443919,0.1098093832056499,0.00059216845168990001,0.00059974340134790003,0.00056575069500089999
Vertebral column,-0.0044545149559689001,0.23017883054579,0.23017883054579,-0.0065939195480580002,0.227923091333634,0.227923091333634,0.249926210651613,0.090378159076313275,0.090378159076313275,0.093512976930080968,0.021473063549144002,0.021473063549144002,0.029900026305504,-0.0044545149559689001,-0.0044545149559689001,-0.0044545149559689001
