display_name,None__original,PCA__k_minus_1,PCA__25_percent,PCA__50_percent,KernelPCA__k_minus_1,KernelPCA__25_percent,KernelPCA__50_percent,VAE__k_minus_1,VAE__25_percent,VAE__50_percent,Isomap__k_minus_1,Isomap__25_percent,Isomap__50_percent,MDS__k_minus_1,MDS__25_percent,MDS__50_percent
Breast tissue,0.33220177842402487,0.328644930373021,0.23440780460294991,0.328644930373021,0.28590180448660402,0.36563271579704593,0.28590180448660402,0.32098831708548203,0.33276243881754736,0.32098831708548203,0.38021342819030601,0.377522780965237,0.38021342819030601,0.33029783408527102,0.313279554392702,0.33029783408527102
Breast Wisconsin,0,0.6935092656146491,0,0,0.63769891610173002,0,0,0.71603332216832183,0,0,0.52305157036719696,0,0,0.76120984344332998,0,0
Ecoli,0,0.39186519569016087,0.66590371071062704,0.68074752090848301,0.68938444728537296,0.64586611707306296,0.67467300276583697,0.63675153502278636,0.57923579690083948,0.63615181716983105,0.648092202723488,0.46346141007268493,0.49796553895265,0,0.68543676006792997,0
Glass,0.170057385344828,0.15555246336077591,0.18248474483875901,0.15555246336077591,0.21770808396860902,0.18989541481540401,0.21770808396860902,0.14053950874635457,0.1766177131153695,0.14053950874635457,0.104426639553476,0.11764932909649901,0.104426639553476,0.1284447955181939,0.197565910410165,0.1284447955181939
Haberman,-0.010478504625247,0.0110853280015399,0.0058032049545099001,0.0110853280015399,-0.0095942617494340007,-0.0032134304352020001,-0.0095942617494340007,-0.0075151090175067103,0.0079105782229944299,-0.0075151090175067103,0.015332391613613999,-0.018329180094351898,0.015332391613613999,0,0.00093224678439490002,0
Ionosphere,0.040765201548622003,0.1412766383692679,0.040765201548622003,0.063587957705604006,0.21317332264368288,0.20226606171508693,0.240760406752492,0.130829883396792,0.02122658332002858,0.023325615850811492,0.149661772811544,0,0,0.128851146036665,0.070463671031657002,0.063587957705604006
Iris,0.44987300809963388,0.668855621420677,0.78740170247263797,0.668855621420677,0.6402223987291501,0.54264940209479295,0.6402223987291501,0.66717358743958544,0.66958805908769259,0.66717358743958544,0.56811594202898497,0.56811594202898497,0.56811594202898497,0.63335603737110802,0.64225125183628895,0.63335603737110802
Movement libras,0.051066946397519894,0.0995703573003969,0.029724709110331,0.051066946397519894,0.28407697110264701,0.17058958181410791,0.110349101002338,0.17990031294404565,0.17614130876242406,0.15948954912858027,0.13107582009822291,0.13084581723795591,0.125928219005393,0.029724709110331,0.029724709110331,0.051066946397519894
Musk,0,0.0015980417106249,0,0,0.0001390904930749,-4.2516837331909027e-05,-0.0042808817169539002,0.00091346102283780995,0.00262586128524967,-2.135317979269002e-05,0.0049337614848659001,0.009615896059766,0,-0.001223207873754,0,0
Parkinsons,0.44242189816684008,0.167754034549049,0.42326287418509401,0.44242189816684008,0.16931623859473,0.056162677381898993,0,0.14780555168942364,0.16102633498079386,0.12833272823727418,0.082885550003422001,0,0.35023592664874192,0.17398879261147401,0.38874626840415288,0.44242189816684008
Segmentation,0.40367289646208188,0.21008398678297491,0.253788860505683,0.40680452488111901,0.46607055100067302,0.43509633991857,0.54421156937366,0.47915258755368156,0.44489192610607775,0.36022998372802356,0.38728152634972601,0.387047430598565,0.45729531096142101,0.45566051955294001,0.45973651395383797,0.45977761669803902
Sonar all,0,0.018950970152678898,0.12242754244554901,0,0.010885546256503001,0.0108747898446859,-0.001468881302578,0.055278076608210158,0.035423381745145074,0.0021668779771142903,-0.0047159552256110003,0,0,-0.0024099402501340001,0.12938697379014,0
Spectf,0,0.160711302004822,0,0,-0.040913886559443002,0,0,0.10486092395270179,0,0,-0.0091731330649430006,0,0,0,0,0
Transfusion,0.059479697738332907,-0.033259527163399,-0.030117345807547002,-0.033259527163399,0.069871065612014005,0.0025741425006280002,0.069871065612014005,0.027627549892020608,-0.0053793700023091005,0.027627549892020608,0.082144902440033002,-0.052841843566259893,0.082144902440033002,0.056726731174369008,0.0055759482310209002,0.056726731174369008
Vehicle,0,0,0,0,0.109363543213255,0.114081092368991,0,0.047015580895241972,0.0507601765850864,0.02928327817456226,0.10654365927814799,0.0048075557477450003,0.11109076530394199,0,0,0
Vertebral column,0,0.23931864638497888,0.23931864638497888,0.31691478496416292,0.25836071008564993,0.25836071008564993,0.25336925622548201,0.24802077251415827,0.24802077251415827,0.27382776699619432,0.30993492971401893,0.30993492971401893,0.26608094436080187,0.35079830512019988,0.35079830512019988,0
Vowel context,0,0,0,0,0.077995741251242007,0.113839717892451,0.052129317540246002,0.020977781964913116,0.0054034785191156703,0.0085122417326700915,0,0.066252993226087006,0.0398981206172319,0,0,0
Wine,0,0.81464578577776192,0.88039977587769802,0.78416407457448711,0.91424717954391388,0.87078798533480506,0.94871632710247999,0.87786462149674571,0.88798120680807791,0.89840289092199033,0.87919080993988385,0.86359879201289791,0.84828699979726596,0.78416407457448711,0.78670769268172103,0.33663209427197188
Wine quality red,0,0,0,0,0,0,0,0,0.0120932909091442,0,0,0,0,0,0,0
Yeast,0,0,0.019390504596652001,0,0,0.105067857811401,0,0,0,0,0,0,0,0,0,0
