dataset_id,display_name,scope,family,n_clusters,n_features,n_samples,clusterer,reducer,reduction_level,ari,seeds,condition,baseline,delta_ari
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,AHC,VAE,25_percent,0.116713447086634,1,VAE__25_percent,0.13516417026349101,-0.018450723176857003
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,AHC,VAE,50_percent,0.092181854672015007,1,VAE__50_percent,0.13516417026349101,-0.042982315591476
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,AHC,VAE,k_minus_1,0.12576960795738201,1,VAE__k_minus_1,0.13516417026349101,-0.0093945623061089945
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,Isomap,25_percent,0.99600200000800398,1,Isomap__25_percent,-0.000100202192372,0.99610220220037593
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,Isomap,50_percent,0.96038018811207404,1,Isomap__50_percent,-0.000100202192372,0.96048039030444599
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,Isomap,k_minus_1,0.98604201785983003,1,Isomap__k_minus_1,-0.000100202192372,0.98614222005220198
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,KernelPCA,25_percent,-0.00049649048651400002,1,KernelPCA__25_percent,-0.000100202192372,-0.00039628829414199999
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,KernelPCA,50_percent,0.99201200401999601,1,KernelPCA__50_percent,-0.000100202192372,0.99211220621236795
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,KernelPCA,k_minus_1,-0.00047544742817200002,1,KernelPCA__k_minus_1,-0.000100202192372,-0.00037524523580000004
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,MDS,25_percent,-0.00048442038550700002,1,MDS__25_percent,-0.000100202192372,-0.00038421819313500004
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,MDS,50_percent,-0.00047540336319100001,1,MDS__50_percent,-0.000100202192372,-0.00037520117081900003
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,MDS,k_minus_1,-0.00043639636494400002,1,MDS__k_minus_1,-0.000100202192372,-0.00033619417257200004
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,None,original,-0.000100202192372,1,None__original,-0.000100202192372,0
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,PCA,25_percent,-0.00049143540567290003,1,PCA__25_percent,-0.000100202192372,-0.0003912332133009
circles_k2_d10_r00,circles_k2_d10_r00,synthetic,circles,2,10,2000,GMM,PCA,50_percent,-0.000484460444942,1,PCA__50_percent,-0.000100202192372,-0.00038425825257000002
