clusterer,condition,mean,std,count
AHC,Isomap__25_percent,0.29027459539683953,0.28763854286773399,300
AHC,Isomap__50_percent,0.27177915793904833,0.29245792146091371,300
AHC,Isomap__k_minus_1,0.27026938671710538,0.28616744067523697,300
AHC,KernelPCA__25_percent,0.63344117863210569,0.326843140517171,300
AHC,KernelPCA__50_percent,0.63711202519336974,0.34387299890349859,300
AHC,KernelPCA__k_minus_1,0.63925900296282889,0.32898698730538367,300
AHC,MDS__25_percent,0.20876094164680262,0.080989034918498695,300
AHC,MDS__50_percent,0.2156489040444014,0.088164472795466839,300
AHC,MDS__k_minus_1,0.21247161298034728,0.083028929771236923,300
AHC,None__original,0.21499120157442722,0.078993409546443905,300
AHC,PCA__25_percent,0.21131621625984529,0.082786415140837538,300
AHC,PCA__50_percent,0.21783400250819368,0.090689966972675728,300
AHC,PCA__k_minus_1,0.21240365258546143,0.083790785732416925,300
AHC,VAE__25_percent,0.22485765775125055,0.080880278067505279,300
AHC,VAE__50_percent,0.21841669966343596,0.078631375321298963,300
AHC,VAE__k_minus_1,0.21243255850809858,0.088395172269090813,300
GMM,Isomap__25_percent,0.51211443447492111,0.41235965623877502,300
GMM,Isomap__50_percent,0.51612916015933985,0.36648444963000831,300
GMM,Isomap__k_minus_1,0.32333921332678633,0.35456887454445363,300
GMM,KernelPCA__25_percent,0.59350095578865025,0.37006996933888553,300
GMM,KernelPCA__50_percent,0.62611142924924379,0.35230096418009621,300
GMM,KernelPCA__k_minus_1,0.57192108952046505,0.38215234394769432,300
GMM,MDS__25_percent,0.15231524812964284,0.15317273627704003,300
GMM,MDS__50_percent,0.12024083397489121,0.13890703802740095,300
GMM,MDS__k_minus_1,0.15426877234593364,0.15595300149930386,300
GMM,None__original,0.048500522474103643,0.057983028651532743,300
GMM,PCA__25_percent,0.15258499209477219,0.15345860325025015,300
GMM,PCA__50_percent,0.12133140466420725,0.14006865317791914,300
GMM,PCA__k_minus_1,0.15513698029680251,0.15617182704721627,300
GMM,VAE__25_percent,0.17875082020100908,0.15904820835969066,300
GMM,VAE__50_percent,0.18090312523157592,0.13557644712358871,300
GMM,VAE__k_minus_1,0.13768206138168232,0.13163959133848813,300
KMeans,Isomap__25_percent,0.30079618257380941,0.29928810373288078,300
KMeans,Isomap__50_percent,0.30373583945504756,0.29896915105192468,300
KMeans,Isomap__k_minus_1,0.2803214834948089,0.28597989349203745,300
KMeans,KernelPCA__25_percent,0.58951669081383296,0.37370478807780189,300
KMeans,KernelPCA__50_percent,0.62245239114024031,0.35799027890660545,300
KMeans,KernelPCA__k_minus_1,0.58132719376961595,0.37777266260595449,300
KMeans,MDS__25_percent,0.15645313992788198,0.16305095344425968,300
KMeans,MDS__50_percent,0.15732823064941887,0.16325729701893157,300
KMeans,MDS__k_minus_1,0.15739240600244295,0.1633568967116649,300
KMeans,None__original,0.15820743385312178,0.16345904663876035,300
KMeans,PCA__25_percent,0.15737089579431274,0.16329685818924547,300
KMeans,PCA__50_percent,0.15820183953468092,0.16345636992757712,300
KMeans,PCA__k_minus_1,0.15818922710172911,0.16344686835377403,300
KMeans,VAE__25_percent,0.1808028552086593,0.14705686438643631,300
KMeans,VAE__50_percent,0.16012773172392816,0.15618763584853057,300
KMeans,VAE__k_minus_1,0.16068262286118434,0.1547775627132045,300
OPTICS,Isomap__25_percent,0.74149743161739379,0.28704172155574614,300
OPTICS,Isomap__50_percent,0.74390613247313875,0.26995312164194962,300
OPTICS,Isomap__k_minus_1,0.72428667128603241,0.2905951484622637,300
OPTICS,KernelPCA__25_percent,0.75777323270861052,0.27280026436321902,300
OPTICS,KernelPCA__50_percent,0.77138025063470228,0.26451583112668242,300
OPTICS,KernelPCA__k_minus_1,0.76715753153655741,0.24486772318531838,300
OPTICS,MDS__25_percent,0.59724623287396539,0.3666116591401169,300
OPTICS,MDS__50_percent,0.61075106360329445,0.3572178326007589,300
OPTICS,MDS__k_minus_1,0.65400750652826289,0.32808725013837881,300
OPTICS,None__original,0.63076121855818235,0.35188215671038936,300
OPTICS,PCA__25_percent,0.6092921765215682,0.36345409938498896,300
OPTICS,PCA__50_percent,0.605301756905406,0.35915184194013378,300
OPTICS,PCA__k_minus_1,0.69694979786789113,0.30280210783929473,300
OPTICS,VAE__25_percent,0.7267914282866631,0.28914721296455292,300
OPTICS,VAE__50_percent,0.7195550917215402,0.29491436533270465,300
OPTICS,VAE__k_minus_1,0.72347569638302645,0.29246801366826031,300
